DEPTH(ft),AZM(deg),BIT(in),DIFP(psi),EW(ft),Gamma(gapi),INC(deg),NS(ft),ROP(ft / min),RPM(rpm),SPP(psi),TOR(ft_lb),TPO(gal / min),TVD(ft),WOB(klbs),MSE1(ksi),MSE2(ksi),MSE(ksi)
145,291.71,,,-1.626726865,,1.369761905,0.647854302,,,,,,144.985907,,,,
145.5,291.7166667,,,-1.637612975,,1.36968254,0.652460849,,,,,,145.4857673,,,,
146,291.7233333,,,-1.648499086,,1.369603175,0.657067396,,,,,,145.9856275,,,,
146.5,291.73,,,-1.659385196,,1.36952381,0.661673944,,,,,,146.4854877,,,,
147,291.7366667,,,-1.670271306,,1.369444444,0.666280491,,,,,,146.9853479,,,,
147.5,291.7433333,,,-1.681157416,,1.369365079,0.670887038,,,,,,147.4852082,,,,
148,291.75,,,-1.692043526,,1.369285714,0.675493585,,,,,,147.9850684,,,,
148.5,291.7566667,,,-1.702929636,,1.369206349,0.680100132,,,,,,148.4849286,,,,
149,291.7633333,,,-1.713815746,,1.369126984,0.684706679,,,,,,148.9847888,,,,
149.5,291.77,,,-1.724701856,,1.369047619,0.689313227,,,,,,149.4846491,,,,
150,291.7766667,,,-1.735587966,,1.368968254,0.693919774,,,,,,149.9845093,,,,
150.5,291.7833333,,,-1.746474076,,1.368888889,0.698526321,,,,,,150.4843695,,,,
151,291.79,,,-1.757360186,,1.368809524,0.703132868,,,,,,150.9842297,,,,
151.5,291.7966667,,,-1.768246296,,1.368730159,0.707739415,,,,,,151.48409,,,,
152,291.8033333,,,-1.779132407,,1.368650794,0.712345962,,,,,,151.9839502,,,,
152.5,291.81,,,-1.790018517,,1.368571429,0.71695251,,,,,,152.4838104,,,,
153,291.8166667,,,-1.800904627,,1.368492063,0.721559057,,,,,,152.9836706,,,,
153.5,291.8233333,,,-1.811790737,,1.368412698,0.726165604,,,,,,153.4835309,,,,
154,291.83,,,-1.822676847,,1.368333333,0.730772151,,,,,,153.9833911,,,,
154.5,291.8366667,,,-1.833562957,,1.368253968,0.735378698,,,,,,154.4832513,,,,
155,291.8433333,,,-1.844449067,,1.368174603,0.739985245,,,,,,154.9831115,,,,
155.5,291.85,,,-1.855335177,,1.368095238,0.744591793,,,,,,155.4829718,,,,
156,291.8566667,,,-1.866221287,,1.368015873,0.74919834,,,,,,155.982832,,,,
156.5,291.8633333,,,-1.877107397,,1.367936508,0.753804887,,,,,,156.4826922,,,,
157,291.87,,,-1.887993507,,1.367857143,0.758411434,,,,,,156.9825524,,,,
157.5,291.8766667,,,-1.898879617,,1.367777778,0.763017981,,,,,,157.4824126,,,,
158,291.8833333,,,-1.909765728,,1.367698413,0.767624528,,,,,,157.9822729,,,,
158.5,291.89,,,-1.920651838,,1.367619048,0.772231076,,,,,,158.4821331,,,,
159,291.8966667,,,-1.931537948,,1.367539683,0.776837623,,,,,,158.9819933,,,,
159.5,291.9033333,,,-1.942424058,,1.367460317,0.78144417,,,,,,159.4818535,,,,
160,291.91,,,-1.953310168,,1.367380952,0.786050717,,,,,,159.9817138,,,,
160.5,291.9166667,,,-1.964196278,,1.367301587,0.790657264,,,,,,160.481574,,,,
161,291.9233333,,,-1.975082388,,1.367222222,0.795263811,,,,,,160.9814342,,,,
161.5,291.93,,,-1.985968498,,1.367142857,0.799870359,,,,,,161.4812944,,,,
162,291.9366667,,,-1.996854608,,1.367063492,0.804476906,,,,,,161.9811547,,,,
162.5,291.9433333,,,-2.007740718,,1.366984127,0.809083453,,,,,,162.4810149,,,,
163,291.95,,,-2.018626828,,1.366904762,0.81369,,,,,,162.9808751,,,,
163.5,291.9566667,,,-2.029512938,,1.366825397,0.818296547,,,,,,163.4807353,,,,
164,291.9633333,,,-2.040399049,,1.366746032,0.822903094,,,,,,163.9805956,,,,
164.5,291.97,,,-2.051285159,,1.366666667,0.827509642,,,,,,164.4804558,,,,
165,291.9766667,,,-2.062171269,,1.366587302,0.832116189,,,,,,164.980316,,,,
165.5,291.9833333,,,-2.073057379,,1.366507937,0.836722736,,,,,,165.4801762,,,,
166,291.99,,,-2.083943489,,1.366428571,0.841329283,,,,,,165.9800365,,,,
166.5,291.9966667,,,-2.094829599,,1.366349206,0.84593583,,,,,,166.4798967,,,,
167,292.0033333,,,-2.105715709,,1.366269841,0.850542377,,,,,,166.9797569,,,,
167.5,292.01,,,-2.116601819,,1.366190476,0.855148925,,,,,,167.4796171,,,,
168,292.0166667,,,-2.127487929,,1.366111111,0.859755472,,,,,,167.9794774,,,,
168.5,292.0233333,,,-2.138374039,,1.366031746,0.864362019,,,,,,168.4793376,,,,
169,292.03,,,-2.149260149,,1.365952381,0.868968566,,,,,,168.9791978,,,,
169.5,292.0366667,,,-2.160146259,,1.365873016,0.873575113,,,,,,169.479058,,,,
170,292.0433333,,,-2.17103237,,1.365793651,0.87818166,,,,,,169.9789183,,,,
170.5,292.05,,,-2.18191848,,1.365714286,0.882788208,,,,,,170.4787785,,,,
171,292.0566667,,,-2.19280459,,1.365634921,0.887394755,,,,,,170.9786387,,,,
171.5,292.0633333,,,-2.2036907,,1.365555556,0.892001302,,,,,,171.4784989,,,,
172,292.07,,,-2.21457681,,1.36547619,0.896607849,,,,,,171.9783592,,,,
172.5,292.0766667,,,-2.22546292,,1.365396825,0.901214396,,,,,,172.4782194,,,,
173,292.0833333,,,-2.23634903,,1.36531746,0.905820943,,,,,,172.9780796,,,,
173.5,292.09,,,-2.24723514,,1.365238095,0.910427491,,,,,,173.4779398,,,,
174,292.0966667,,,-2.25812125,,1.36515873,0.915034038,,,,,,173.9778001,,,,
174.5,292.1033333,,,-2.26900736,,1.365079365,0.919640585,,,,,,174.4776603,,,,
175,292.11,,,-2.27989347,,1.365,0.924247132,,,,,,174.9775205,,,,
175.5,292.1166667,,,-2.29077958,,1.364920635,0.928853679,,,,,,175.4773807,,,,
176,292.1233333,,,-2.301665691,,1.36484127,0.933460226,,,,,,175.977241,,,,
176.5,292.13,,,-2.312551801,,1.364761905,0.938066773,,,,,,176.4771012,,,,
177,292.1366667,,,-2.323437911,,1.36468254,0.942673321,,,,,,176.9769614,,,,
177.5,292.1433333,,,-2.334324021,,1.364603175,0.947279868,,,,,,177.4768216,,,,
178,292.15,,,-2.345210131,,1.36452381,0.951886415,,,,,,177.9766819,,,,
178.5,292.1566667,,,-2.356096241,,1.364444444,0.956492962,,,,,,178.4765421,,,,
179,292.1633333,,,-2.366982351,,1.364365079,0.961099509,,,,,,178.9764023,,,,
179.5,292.17,,,-2.377868461,,1.364285714,0.965706056,,,,,,179.4762625,,,,
180,292.1766667,,,-2.388754571,,1.364206349,0.970312604,,,,,,179.9761228,,,,
180.5,292.1833333,,,-2.399640681,,1.364126984,0.974919151,,,,,,180.475983,,,,
181,292.19,,,-2.410526791,,1.364047619,0.979525698,,,,,,180.9758432,,,,
181.5,292.1966667,,,-2.421412901,,1.363968254,0.984132245,,,,,,181.4757034,,,,
182,292.2033333,,,-2.432299012,,1.363888889,0.988738792,,,,,,181.9755637,,,,
182.5,292.21,,,-2.443185122,,1.363809524,0.993345339,,,,,,182.4754239,,,,
183,292.2166667,,,-2.454071232,,1.363730159,0.997951887,,,,,,182.9752841,,,,
183.5,292.2233333,,,-2.464957342,,1.363650794,1.002558434,,,,,,183.4751443,,,,
184,292.23,,,-2.475843452,,1.363571429,1.007164981,,,,,,183.9750045,,,,
184.5,292.2366667,,,-2.486729562,,1.363492063,1.011771528,,,,,,184.4748648,,,,
185,292.2433333,,,-2.497615672,,1.363412698,1.016378075,,,,,,184.974725,,,,
185.5,292.25,,,-2.508501782,,1.363333333,1.020984622,,,,,,185.4745852,,,,
186,292.2566667,,,-2.519387892,,1.363253968,1.02559117,,,,,,185.9744454,,,,
186.5,292.2633333,,,-2.530274002,,1.363174603,1.030197717,,,,,,186.4743057,,,,
187,292.27,,,-2.541160112,,1.363095238,1.034804264,,,,,,186.9741659,,,,
187.5,292.2766667,,,-2.552046222,,1.363015873,1.039410811,,,,,,187.4740261,,,,
188,292.2833333,,,-2.562932333,,1.362936508,1.044017358,,,,,,187.9738863,,,,
188.5,292.29,,,-2.573818443,,1.362857143,1.048623905,,,,,,188.4737466,,,,
189,292.2966667,,,-2.584704553,,1.362777778,1.053230453,,,,,,188.9736068,,,,
189.5,292.3033333,,,-2.595590663,,1.362698413,1.057837,,,,,,189.473467,,,,
190,292.31,,,-2.606476773,,1.362619048,1.062443547,,,,,,189.9733272,,,,
190.5,292.3166667,,,-2.617362883,,1.362539683,1.067050094,,,,,,190.4731875,,,,
191,292.3233333,,,-2.628248993,,1.362460317,1.071656641,,,,,,190.9730477,,,,
191.5,292.33,,,-2.639135103,,1.362380952,1.076263188,,,,,,191.4729079,,,,
192,292.3366667,,,-2.650021213,,1.362301587,1.080869736,,,,,,191.9727681,,,,
192.5,292.3433333,,,-2.660907323,,1.362222222,1.085476283,,,,,,192.4726284,,,,
193,292.35,,,-2.671793433,,1.362142857,1.09008283,,,,,,192.9724886,,,,
193.5,292.3566667,,,-2.682679543,,1.362063492,1.094689377,,,,,,193.4723488,,,,
194,292.3633333,,,-2.693565654,,1.361984127,1.099295924,,,,,,193.972209,,,,
194.5,292.37,,,-2.704451764,,1.361904762,1.103902471,,,,,,194.4720693,,,,
195,292.3766667,,,-2.715337874,,1.361825397,1.108509019,,,,,,194.9719295,,,,
195.5,292.3833333,,,-2.726223984,,1.361746032,1.113115566,,,,,,195.4717897,,,,
196,292.39,,,-2.737110094,,1.361666667,1.117722113,,,,,,195.9716499,,,,
196.5,292.3966667,,,-2.747996204,,1.361587302,1.12232866,,,,,,196.4715102,,,,
197,292.4033333,,,-2.758882314,,1.361507937,1.126935207,,,,,,196.9713704,,,,
197.5,292.41,,,-2.769768424,,1.361428571,1.131541754,,,,,,197.4712306,,,,
198,292.4166667,,,-2.780654534,,1.361349206,1.136148302,,,,,,197.9710908,,,,
198.5,292.4233333,,,-2.791540644,,1.361269841,1.140754849,,,,,,198.4709511,,,,
199,292.43,,,-2.802426754,,1.361190476,1.145361396,,,,,,198.9708113,,,,
199.5,292.4366667,,,-2.813312864,,1.361111111,1.149967943,,,,,,199.4706715,,,,
200,292.4433333,,,-2.824198975,,1.361031746,1.15457449,,,,,,199.9705317,,,,
200.5,292.45,,,-2.835085085,,1.360952381,1.159181037,,,,,,200.470392,,,,
201,292.4566667,,,-2.845971195,,1.360873016,1.163787585,,,,,,200.9702522,,,,
201.5,292.4633333,,,-2.856857305,,1.360793651,1.168394132,,,,,,201.4701124,,,,
202,292.47,,,-2.867743415,,1.360714286,1.173000679,,,,,,201.9699726,,,,
202.5,292.4766667,,,-2.878629525,,1.360634921,1.177607226,,,,,,202.4698329,,,,
203,292.4833333,,,-2.889515635,,1.360555556,1.182213773,,,,,,202.9696931,,,,
203.5,292.49,,,-2.900401745,,1.36047619,1.18682032,,,,,,203.4695533,,,,
204,292.4966667,,,-2.911287855,,1.360396825,1.191426868,,,,,,203.9694135,,,,
204.5,292.5033333,,,-2.922173965,,1.36031746,1.196033415,,,,,,204.4692738,,,,
205,292.51,,,-2.933060075,,1.360238095,1.200639962,,,,,,204.969134,,,,
205.5,292.5166667,,,-2.943946185,,1.36015873,1.205246509,,,,,,205.4689942,,,,
206,292.5233333,,,-2.954832296,,1.360079365,1.209853056,,,,,,205.9688544,,,,
206.5,292.53,,,-2.965718406,,1.36,1.214459603,,,,,,206.4687147,,,,
207,292.5366667,,,-2.976604516,,1.359920635,1.219066151,,,,,,206.9685749,,,,
207.5,292.5433333,,,-2.987490626,,1.35984127,1.223672698,,,,,,207.4684351,,,,
208,292.55,,,-2.998376736,,1.359761905,1.228279245,,,,,,207.9682953,,,,
208.5,292.5566667,,,-3.009262846,,1.35968254,1.232885792,,,,,,208.4681556,,,,
209,292.5633333,,,-3.020148956,,1.359603175,1.237492339,,,,,,208.9680158,,,,
209.5,292.57,,,-3.031035066,,1.35952381,1.242098886,,,,,,209.467876,,,,
210,292.5766667,,,-3.041921176,,1.359444444,1.246705434,,,,,,209.9677362,,,,
210.5,292.5833333,,,-3.052807286,,1.359365079,1.251311981,,,,,,210.4675965,,,,
211,292.59,,,-3.063693396,,1.359285714,1.255918528,,,,,,210.9674567,,,,
211.5,292.5966667,,,-3.074579506,,1.359206349,1.260525075,,,,,,211.4673169,,,,
212,292.6033333,,,-3.085465617,,1.359126984,1.265131622,,,,,,211.9671771,,,,
212.5,292.61,,,-3.096351727,,1.359047619,1.269738169,,,,,,212.4670373,,,,
213,292.6166667,,,-3.107237837,,1.358968254,1.274344717,,,,,,212.9668976,,,,
213.5,292.6233333,,,-3.118123947,,1.358888889,1.278951264,,,,,,213.4667578,,,,
214,292.63,,,-3.129010057,,1.358809524,1.283557811,,,,,,213.966618,,,,
214.5,292.6366667,,,-3.139896167,,1.358730159,1.288164358,,,,,,214.4664782,,,,
215,292.6433333,,,-3.150782277,,1.358650794,1.292770905,,,,,,214.9663385,,,,
215.5,292.65,,,-3.161668387,,1.358571429,1.297377452,,,,,,215.4661987,,,,
216,292.6566667,,,-3.172554497,,1.358492063,1.301984,,,,,,215.9660589,,,,
216.5,292.6633333,,,-3.183440607,,1.358412698,1.306590547,,,,,,216.4659191,,,,
217,292.67,,,-3.194326717,,1.358333333,1.311197094,,,,,,216.9657794,,,,
217.5,292.6766667,,,-3.205212827,,1.358253968,1.315803641,,,,,,217.4656396,,,,
218,292.6833333,,,-3.216098938,,1.358174603,1.320410188,,,,,,217.9654998,,,,
218.5,292.69,,,-3.226985048,,1.358095238,1.325016735,,,,,,218.46536,,,,
219,292.6966667,,,-3.237871158,,1.358015873,1.329623283,,,,,,218.9652203,,,,
219.5,292.7033333,,,-3.248757268,,1.357936508,1.33422983,,,,,,219.4650805,,,,
220,292.71,,,-3.259643378,,1.357857143,1.338836377,,,,,,219.9649407,,,,
220.5,292.7166667,,,-3.270529488,,1.357777778,1.343442924,,,,,,220.4648009,,,,
221,292.7233333,,,-3.281415598,,1.357698413,1.348049471,,,,,,220.9646612,,,,
221.5,292.73,,,-3.292301708,,1.357619048,1.352656018,,,,,,221.4645214,,,,
222,292.7366667,,,-3.303187818,,1.357539683,1.357262566,,,,,,221.9643816,,,,
222.5,292.7433333,,,-3.314073928,,1.357460317,1.361869113,,,,,,222.4642418,,,,
223,292.75,,,-3.324960038,,1.357380952,1.36647566,,,,,,222.9641021,,,,
223.5,292.7566667,,,-3.335846148,,1.357301587,1.371082207,,,,,,223.4639623,,,,
224,292.7633333,,,-3.346732259,,1.357222222,1.375688754,,,,,,223.9638225,,,,
224.5,292.77,,,-3.357618369,,1.357142857,1.380295301,,,,,,224.4636827,,,,
225,292.7766667,,,-3.368504479,,1.357063492,1.384901849,,,,,,224.963543,,,,
225.5,292.7833333,,,-3.379390589,,1.356984127,1.389508396,,,,,,225.4634032,,,,
226,292.79,,,-3.390276699,,1.356904762,1.394114943,,,,,,225.9632634,,,,
226.5,292.7966667,,,-3.401162809,,1.356825397,1.39872149,,,,,,226.4631236,,,,
227,292.8033333,,,-3.412048919,,1.356746032,1.403328037,,,,,,226.9629839,,,,
227.5,292.81,,,-3.422935029,,1.356666667,1.407934584,,,,,,227.4628441,,,,
228,292.8166667,,,-3.433821139,,1.356587302,1.412541131,,,,,,227.9627043,,,,
228.5,292.8233333,,,-3.444707249,,1.356507937,1.417147679,,,,,,228.4625645,,,,
229,292.83,,,-3.455593359,,1.356428571,1.421754226,,,,,,228.9624248,,,,
229.5,292.8366667,,,-3.466479469,,1.356349206,1.426360773,,,,,,229.462285,,,,
230,292.8433333,,,-3.47736558,,1.356269841,1.43096732,,,,,,229.9621452,,,,
230.5,292.85,,,-3.48825169,,1.356190476,1.435573867,,,,,,230.4620054,,,,
231,292.8566667,,,-3.4991378,,1.356111111,1.440180414,,,,,,230.9618657,,,,
231.5,292.8633333,,,-3.51002391,,1.356031746,1.444786962,,,,,,231.4617259,,,,
232,292.87,,,-3.52091002,,1.355952381,1.449393509,,,,,,231.9615861,,,,
232.5,292.8766667,,,-3.53179613,,1.355873016,1.454000056,,,,,,232.4614463,,,,
233,292.8833333,,,-3.54268224,,1.355793651,1.458606603,,,,,,232.9613066,,,,
233.5,292.89,,,-3.55356835,,1.355714286,1.46321315,,,,,,233.4611668,,,,
234,292.8966667,,,-3.56445446,,1.355634921,1.467819697,,,,,,233.961027,,,,
234.5,292.9033333,,,-3.57534057,,1.355555556,1.472426245,,,,,,234.4608872,,,,
235,292.91,,,-3.58622668,,1.35547619,1.477032792,,,,,,234.9607475,,,,
235.5,292.9166667,,,-3.59711279,,1.355396825,1.481639339,,,,,,235.4606077,,,,
236,292.9233333,,,-3.607998901,,1.35531746,1.486245886,,,,,,235.9604679,,,,
236.5,292.93,,,-3.618885011,,1.355238095,1.490852433,,,,,,236.4603281,,,,
237,292.9366667,,,-3.629771121,,1.35515873,1.49545898,,,,,,236.9601884,,,,
237.5,292.9433333,,,-3.640657231,,1.355079365,1.500065528,,,,,,237.4600486,,,,
238,292.95,,,-3.651543341,,1.355,1.504672075,,,,,,237.9599088,,,,
238.5,292.9566667,,,-3.662429451,,1.354920635,1.509278622,,,,,,238.459769,,,,
239,292.9633333,,,-3.673315561,,1.35484127,1.513885169,,,,,,238.9596293,,,,
239.5,292.97,,,-3.684201671,,1.354761905,1.518491716,,,,,,239.4594895,,,,
240,292.9766667,,,-3.695087781,,1.35468254,1.523098263,,,,,,239.9593497,,,,
240.5,292.9833333,,,-3.705973891,,1.354603175,1.527704811,,,,,,240.4592099,,,,
241,292.99,,,-3.716860001,,1.35452381,1.532311358,,,,,,240.9590701,,,,
241.5,292.9966667,,,-3.727746111,,1.354444444,1.536917905,,,,,,241.4589304,,,,
242,293.0033333,,,-3.738632222,,1.354365079,1.541524452,,,,,,241.9587906,,,,
242.5,293.01,,,-3.749518332,,1.354285714,1.546130999,,,,,,242.4586508,,,,
243,293.0166667,,,-3.760404442,,1.354206349,1.550737546,,,,,,242.958511,,,,
243.5,293.0233333,,,-3.771290552,,1.354126984,1.555344094,,,,,,243.4583713,,,,
244,293.03,,,-3.782176662,,1.354047619,1.559950641,,,,,,243.9582315,,,,
244.5,293.0366667,,,-3.793062772,,1.353968254,1.564557188,,,,,,244.4580917,,,,
245,293.0433333,,,-3.803948882,,1.353888889,1.569163735,,,,,,244.9579519,,,,
245.5,293.05,,,-3.814834992,,1.353809524,1.573770282,,,,,,245.4578122,,,,
246,293.0566667,,,-3.825721102,,1.353730159,1.578376829,,,,,,245.9576724,,,,
246.5,293.0633333,,,-3.836607212,,1.353650794,1.582983377,,,,,,246.4575326,,,,
247,293.07,,,-3.847493322,,1.353571429,1.587589924,,,,,,246.9573928,,,,
247.5,293.0766667,,,-3.858379432,,1.353492063,1.592196471,,,,,,247.4572531,,,,
248,293.0833333,,,-3.869265543,,1.353412698,1.596803018,,,,,,247.9571133,,,,
248.5,293.09,,,-3.880151653,,1.353333333,1.601409565,,,,,,248.4569735,,,,
249,293.0966667,,,-3.891037763,,1.353253968,1.606016112,,,,,,248.9568337,,,,
249.5,293.1033333,,,-3.901923873,,1.353174603,1.61062266,,,,,,249.456694,,,,
250,293.11,,,-3.912809983,,1.353095238,1.615229207,,,,,,249.9565542,,,,
250.5,293.1166667,,,-3.923696093,,1.353015873,1.619835754,,,,,,250.4564144,,,,
251,293.1233333,,,-3.934582203,,1.352936508,1.624442301,,,,,,250.9562746,,,,
251.5,293.13,,,-3.945468313,,1.352857143,1.629048848,,,,,,251.4561349,,,,
252,293.1366667,,,-3.956354423,,1.352777778,1.633655395,,,,,,251.9559951,,,,
252.5,293.1433333,,,-3.967240533,,1.352698413,1.638261943,,,,,,252.4558553,,,,
253,293.15,,,-3.978126643,,1.352619048,1.64286849,,,,,,252.9557155,,,,
253.5,293.1566667,,,-3.989012753,,1.352539683,1.647475037,,,,,,253.4555758,,,,
254,293.1633333,,,-3.999898864,,1.352460317,1.652081584,,,,,,253.955436,,,,
254.5,293.17,,,-4.010784974,,1.352380952,1.656688131,,,,,,254.4552962,,,,
255,293.1766667,,,-4.021671084,,1.352301587,1.661294678,,,,,,254.9551564,,,,
255.5,293.1833333,,,-4.032557194,,1.352222222,1.665901226,,,,,,255.4550167,,,,
256,293.19,,,-4.043443304,,1.352142857,1.670507773,,,,,,255.9548769,,,,
256.5,293.1966667,,,-4.054329414,,1.352063492,1.67511432,,,,,,256.4547371,,,,
257,293.2033333,,,-4.065215524,,1.351984127,1.679720867,,,,,,256.9545973,,,,
257.5,293.21,,,-4.076101634,,1.351904762,1.684327414,,,,,,257.4544576,,,,
258,293.2166667,,,-4.086987744,,1.351825397,1.688933961,,,,,,257.9543178,,,,
258.5,293.2233333,,,-4.097873854,,1.351746032,1.693540509,,,,,,258.454178,,,,
259,293.23,,,-4.108759964,,1.351666667,1.698147056,,,,,,258.9540382,,,,
259.5,293.2366667,,,-4.119646074,,1.351587302,1.702753603,,,,,,259.4538985,,,,
260,293.2433333,,,-4.130532185,,1.351507937,1.70736015,,,,,,259.9537587,,,,
260.5,293.25,,,-4.141418295,,1.351428571,1.711966697,,,,,,260.4536189,,,,
261,293.2566667,,,-4.152304405,,1.351349206,1.716573244,,,,,,260.9534791,,,,
261.5,293.2633333,,,-4.163190515,,1.351269841,1.721179792,,,,,,261.4533394,,,,
262,293.27,,,-4.174076625,,1.351190476,1.725786339,,,,,,261.9531996,,,,
262.5,293.2766667,,,-4.184962735,,1.351111111,1.730392886,,,,,,262.4530598,,,,
263,293.2833333,,,-4.195848845,,1.351031746,1.734999433,,,,,,262.95292,,,,
263.5,293.29,,,-4.206734955,,1.350952381,1.73960598,,,,,,263.4527803,,,,
264,293.2966667,,,-4.217621065,,1.350873016,1.744212527,,,,,,263.9526405,,,,
264.5,293.3033333,,,-4.228507175,,1.350793651,1.748819075,,,,,,264.4525007,,,,
265,293.31,,,-4.239393285,,1.350714286,1.753425622,,,,,,264.9523609,,,,
265.5,293.3166667,,,-4.250279395,,1.350634921,1.758032169,,,,,,265.4522212,,,,
266,293.3233333,,,-4.261165506,,1.350555556,1.762638716,,,,,,265.9520814,,,,
266.5,293.33,,,-4.272051616,,1.35047619,1.767245263,,,,,,266.4519416,,,,
267,293.3366667,,,-4.282937726,,1.350396825,1.77185181,,,,,,266.9518018,,,,
267.5,293.3433333,,,-4.293823836,,1.35031746,1.776458358,,,,,,267.4516621,,,,
268,293.35,,,-4.304709946,,1.350238095,1.781064905,,,,,,267.9515223,,,,
268.5,293.3566667,,,-4.315596056,,1.35015873,1.785671452,,,,,,268.4513825,,,,
269,293.3633333,,,-4.326482166,,1.350079365,1.790277999,,,,,,268.9512427,,,,
269.5,293.37,,,-4.337368276,,1.35,1.794884546,,,,,,269.4511029,,,,
270,293.3766667,,,-4.348254386,,1.349920635,1.799491093,,,,,,269.9509632,,,,
270.5,293.3833333,,,-4.359140496,,1.34984127,1.804097641,,,,,,270.4508234,,,,
271,293.39,,,-4.370026606,,1.349761905,1.808704188,,,,,,270.9506836,,,,
271.5,293.3966667,,,-4.380912716,,1.34968254,1.813310735,,,,,,271.4505438,,,,
272,293.4033333,,,-4.391798827,,1.349603175,1.817917282,,,,,,271.9504041,,,,
272.5,293.41,,,-4.402684937,,1.34952381,1.822523829,,,,,,272.4502643,,,,
273,293.4166667,,,-4.413571047,,1.349444444,1.827130376,,,,,,272.9501245,,,,
273.5,293.4233333,,,-4.424457157,,1.349365079,1.831736924,,,,,,273.4499847,,,,
274,293.43,,,-4.435343267,,1.349285714,1.836343471,,,,,,273.949845,,,,
274.5,293.4366667,,,-4.446229377,,1.349206349,1.840950018,,,,,,274.4497052,,,,
275,293.4433333,,,-4.457115487,,1.349126984,1.845556565,,,,,,274.9495654,,,,
275.5,293.45,,,-4.468001597,,1.349047619,1.850163112,,,,,,275.4494256,,,,
276,293.4566667,,,-4.478887707,,1.348968254,1.854769659,,,,,,275.9492859,,,,
276.5,293.4633333,,,-4.489773817,,1.348888889,1.859376207,,,,,,276.4491461,,,,
277,293.47,,,-4.500659927,,1.348809524,1.863982754,,,,,,276.9490063,,,,
277.5,293.4766667,,,-4.511546037,,1.348730159,1.868589301,,,,,,277.4488665,,,,
278,293.4833333,,,-4.522432148,,1.348650794,1.873195848,,,,,,277.9487268,,,,
278.5,293.49,,,-4.533318258,,1.348571429,1.877802395,,,,,,278.448587,,,,
279,293.4966667,,,-4.544204368,,1.348492063,1.882408942,,,,,,278.9484472,,,,
279.5,293.5033333,,,-4.555090478,,1.348412698,1.88701549,,,,,,279.4483074,,,,
280,293.51,,,-4.565976588,,1.348333333,1.891622037,,,,,,279.9481677,,,,
280.5,293.5166667,,,-4.576862698,,1.348253968,1.896228584,,,,,,280.4480279,,,,
281,293.5233333,,,-4.587748808,,1.348174603,1.900835131,,,,,,280.9478881,,,,
281.5,293.53,,,-4.598634918,,1.348095238,1.905441678,,,,,,281.4477483,,,,
282,293.5366667,,,-4.609521028,,1.348015873,1.910048225,,,,,,281.9476086,,,,
282.5,293.5433333,,,-4.620407138,,1.347936508,1.914654772,,,,,,282.4474688,,,,
283,293.55,,,-4.631293248,,1.347857143,1.91926132,,,,,,282.947329,,,,
283.5,293.5566667,,,-4.642179358,,1.347777778,1.923867867,,,,,,283.4471892,,,,
284,293.5633333,,,-4.653065469,,1.347698413,1.928474414,,,,,,283.9470495,,,,
284.5,293.57,,,-4.663951579,,1.347619048,1.933080961,,,,,,284.4469097,,,,
285,293.5766667,,,-4.674837689,,1.347539683,1.937687508,,,,,,284.9467699,,,,
285.5,293.5833333,,,-4.685723799,,1.347460317,1.942294055,,,,,,285.4466301,,,,
286,293.59,,,-4.696609909,,1.347380952,1.946900603,,,,,,285.9464904,,,,
286.5,293.5966667,,,-4.707496019,,1.347301587,1.95150715,,,,,,286.4463506,,,,
287,293.6033333,,,-4.718382129,,1.347222222,1.956113697,,,,,,286.9462108,,,,
287.5,293.61,,,-4.729268239,,1.347142857,1.960720244,,,,,,287.446071,,,,
288,293.6166667,,,-4.740154349,,1.347063492,1.965326791,,,,,,287.9459313,,,,
288.5,293.6233333,,,-4.751040459,,1.346984127,1.969933338,,,,,,288.4457915,,,,
289,293.63,,,-4.761926569,,1.346904762,1.974539886,,,,,,288.9456517,,,,
289.5,293.6366667,,,-4.772812679,,1.346825397,1.979146433,,,,,,289.4455119,,,,
290,293.6433333,,,-4.78369879,,1.346746032,1.98375298,,,,,,289.9453722,,,,
290.5,293.65,,,-4.7945849,,1.346666667,1.988359527,,,,,,290.4452324,,,,
291,293.6566667,,,-4.80547101,,1.346587302,1.992966074,,,,,,290.9450926,,,,
291.5,293.6633333,,,-4.81635712,,1.346507937,1.997572621,,,,,,291.4449528,,,,
292,293.67,,,-4.82724323,,1.346428571,2.002179169,,,,,,291.9448131,,,,
